Balanced Accuracy,Accuracy,Precision,Recall (Sensitivity),Specificity,F1 Score,AUC-ROC
0.8676350245499181,0.8904109589041096,0.89,0.9468085106382979,0.7884615384615384,0.9175257731958762,0.9592880523731587
